what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1336148004348
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1336148004348
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1336148004358
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1336148004358
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1336148004358
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1336148004358
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1336148004408
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1336148004408
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1336148004408
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1336148004408
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1336148004408
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1336148004418
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1336148004418
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1336148004418
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1336148004428
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1336148004458
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1336148004468
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1336148004468
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1336148004468
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1336148004478
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1336148004478
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1336148004478
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1336148004478
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1336148004488
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1336148004498
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1336148004508
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1336148004518
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1336148004528
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1336148004538
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1336148004548
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1336148004548
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1336148004548
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1336148004548
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1336148004558
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1336148004558
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1336148004558
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1336148004618
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1336148004618
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1336148004648
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1336148004648
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1336148004658
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1336148004658
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1336148004658
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1336148004658
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1336148004678
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1336148004678
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1336148004678
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1336148004698
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1336148004698
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1336148004698
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1336148004698
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1336148004728
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1336148004748
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1336148004758
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1336148004758
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1336148004758
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1336148004778
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1336148004788
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1336148004788
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1336148004788
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1336148004788
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1336148004788
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1336148004788
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1336148004810
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1336148004811
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1336148004840
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1336148004843
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1336148004845
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1336148004846
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1336148004884
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1336148004886
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1336148004886
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1336148004887
started,bundle,com.adobe.flash.codemodel.core,4.6.0.328916,"com.adobe.flash.codemodel.core",1336148004897
started,bundle,com.adobe.flash.codemodel.osgi,4.6.0.328916,"com.adobe.flash.codemodel.osgi",1336148004908
started,bundle,com.adobe.flashbuilder.multiplatform.android.ui,4.6.0.328916,"com.adobe.flashbuilder.multiplatform.android.ui",1336148004947
started,bundle,com.adobe.flashbuilder.multiplatform.ios.ui,4.6.0.328916,"com.adobe.flashbuilder.multiplatform.ios.ui",1336148004980
started,bundle,com.adobe.flashbuilder.project.multiplatform.ui,4.6.0.328916,"com.adobe.flashbuilder.project.multiplatform.ui",1336148005008
started,bundle,com.adobe.flexbuilder.dcrad,4.6.0.328916,"com.adobe.flexbuilder.dcrad",1336148005016
started,bundle,com.adobe.flexbuilder.debug.ui,4.6.0.328916,"com.adobe.flexbuilder.debug.ui",1336148005032
started,bundle,com.adobe.flexbuilder.editorcore,4.6.0.328916,"com.adobe.flexbuilder.editorcore",1336148005045
started,bundle,com.adobe.flexbuilder.editors.derived,4.6.0.328916,"com.adobe.flexbuilder.editors.derived",1336148005054
started,bundle,com.adobe.flexbuilder.exportimport,4.6.0.328916,"com.adobe.flexbuilder.exportimport",1336148005064
started,bundle,com.adobe.flexbuilder.flashbridge,4.6.0.328916,"com.adobe.flexbuilder.flashbridge",1336148005069
started,bundle,com.adobe.flexbuilder.flex,4.6.0.328916,"com.adobe.flexbuilder.flex",1336148005071
started,bundle,com.adobe.flexbuilder.multisdk,4.6.0.328916,"com.adobe.flexbuilder.multisdk",1336148005079
started,bundle,com.adobe.flexbuilder.mxmlmodel,4.6.0.328916,"com.adobe.flexbuilder.mxmlmodel",1336148005094
started,bundle,com.adobe.flexbuilder.project,4.6.0.328916,"com.adobe.flexbuilder.project",1336148005094
started,bundle,com.adobe.flexbuilder.project.ui,4.6.0.328916,"com.adobe.flexbuilder.project.ui",1336148005117
started,bundle,com.adobe.flexbuilder.utils.osnative,4.6.0.328916,"com.adobe.flexbuilder.utils.osnative",1336148005137
started,bundle,com.adobe.flexide.amt,4.6.0.328916,"com.adobe.flexide.amt",1336148005161
started,bundle,com.adobe.flexide.editorcore,4.6.0.328916,"com.adobe.flexide.editorcore",1336148005193
started,bundle,com.adobe.flexide.launching,4.6.0.328916,"com.adobe.flexide.launching",1336148005216
started,bundle,com.adobe.flexide.launching.multiplatform,4.6.0.328916,"com.adobe.flexide.launching.multiplatform",1336148005236
started,bundle,com.adobe.flexide.multiplatform.android,4.6.0.328916,"com.adobe.flexide.multiplatform.android",1336148005256
started,bundle,com.adobe.flexide.multiplatform.ios,4.6.0.328916,"com.adobe.flexide.multiplatform.ios",1336148005266
started,bundle,com.adobe.flexide.nativelibs,4.6.0.328916,"com.adobe.flexide.nativelibs",1336148005269
started,bundle,com.adobe.flexide.project.multiplatform,4.6.0.328916,"com.adobe.flexide.project.multiplatform",1336148005280
started,bundle,com.qnx.flashbuilder.multiplatform.qnx.ui,1.2.0.201110311231,"com.qnx.flashbuilder.multiplatform.qnx.ui",1336148005292
started,bundle,com.qnx.flexide.multiplatform.qnx,1.2.0.201110311231,"com.qnx.flexide.multiplatform.qnx",1336148005293
started,bundle,com.qnx.tools.bbt.core,1.1.0.201110311231,"com.qnx.tools.bbt.core",1336148005298
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1336148005298
started,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1336148005306
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1336148005306
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1336148005315
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1336148005329
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1336148005330
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1336148005334
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1336148005353
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1336148005354
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1336148005369
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1336148005370
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1336148005384
os,sysinfo,,,"win32",1336148005387
arch,sysinfo,,,"x86",1336148005387
ws,sysinfo,,,"win32",1336148005387
locale,sysinfo,,,"en_US",1336148005387
processors,sysinfo,,,"4",1336148005391
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1336148005391
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1336148005391
java.specification.name,sysinfo,,,"Java Platform API Specification",1336148005391
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336148005391
java.specification.version,sysinfo,,,"1.6",1336148005391
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1336148005391
java.version,sysinfo,,,"1.6.0_31",1336148005391
java.vm.info,sysinfo,,,"mixed mode",1336148005391
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1336148005391
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1336148005391
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336148005391
java.vm.specification.version,sysinfo,,,"1.0",1336148005391
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1336148005391
java.vm.version,sysinfo,,,"20.6-b01",1336148005391
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1336148005419
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1336148007725
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336148009479
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336148009481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.closeAll",1336148009504
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1336148022293
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1336148022293
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1336148022369
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1336148022407
started,bundle,com.qnx.tools.bbt.ui,1.1.0.201110311231,"com.qnx.tools.bbt.ui",1336148022408
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1336148022443
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1336148022487
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1336148022577
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.openProject",1336148024781
error,log,,,"The project description file (.project) for 'nurseAd' is missing.  This file contains important information about the project.  The project will not function properly until this file is restored.",1336148024847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336148024887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336148031254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336148034342
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1336148048137
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1336148048187
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1336148048207
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1336148048887
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1336148048907
started,bundle,org.eclipse.wst.validation.ui,1.2.300.v201201050300,"org.eclipse.wst.validation.ui",1336148050057
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1336148050077
error,log,,,"IWAE0027E Could not retrieve the validation configuration for resource nurseAd.",1336148050137
error,log,,,"Resource '/nurseAd' is not open.",1336148050147
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1336148050597
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.core",1336148050637
error,log,,,"Resource '/nurseAd' is not open.",1336148050817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336148062144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336148062154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336148064366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336148087765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1336148087774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336148089448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336148089532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336148089536
